"projectID";"topic";"title"
"223463";"HEALTH-2007-2.4.2-4";"Congenital pathologies affecting the heart"
"608332";"FP7-PEOPLE-2013-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"282539";"HEALTH.2011.4.1-1";"Networking of major research institutions to coordinate communication actions aimed at the media and the general public"
"279277";"HEALTH.2011.2.4.3-1";"Investigator-driven clinical trials  to reduce diabetes complications"
"281356";"ERC-SG-LS7";"Applied life sciences, biotechnology and bioengineering: agricultural, animal, fishery, forestry/food sciences; biotechnology, chemical biology, genetic engineering, synthetic biology, industrial biosciences; environmental biotechnology."
"305736";"HEALTH.2012.2.4.3-1";"Innovative approach to manage diabetes"
"115234";"IMI-JU-02-2009-02";"Oncology – Molecular Biomarkers"
"115003";"IMI-JU-01-2008-05";"Qualification Of Translational Safety Biomarkers"
"602354";"HEALTH.2013.2.4.2-1";"Discovery research to reveal novel targets for cardiovascular disease treatment"
"278709";"HEALTH.2011.2.4.2-1";"Investigator-driven clinical trials  for the management of cardiovascular diseases"
"212877";"PEOPLE-2007-1-1-ITN";"Marie Curie Action: "" Networks for Initial Training"""
"242167";"HEALTH-2009-2.1.2-1";"Systems biology approaches for basic biological processes relevant to health and disease"
"278514";"HEALTH.2011.2.4.1-1";"Investigator-driven treatment trials for rare cancers"
"201024";"HEALTH-2007-2.2.1-1";"Stroke and mechanisms underlying ischemic brain damage"
"222230";"SME-1";"Research for SMEs"
"223590";"HEALTH-2007-3.1-4";"Improving clinical decision making"
"602531";"HEALTH.2013.2.2.1-4";"Patho-physiology and therapy of epilepsy and epileptiform disorders"
"602050";"HEALTH.2013.4.1-4";"Preparing the future for health research and innovation"
"602891";"HEALTH.2013.2.2.1-5";"Understanding and controlling pain"
"261357";"HEALTH.2010.2.4.5-1";"Investigation of the mechanisms of initiation of allergic response, genetic predisposition, biomarkers and identification of targets for therapy. FP7-HEALTH-2010-single-stage"
"261585";"INFRA-2010-1.2.2";"Simulation software and services"
"223388";"HEALTH-2007-2.2.1-7";"Restorative approaches for therapy of neurodegenerative diseases"
"242209";"HEALTH-2009-2.4.2-1";"Improved or new therapeutic approaches for the treatment of heart failure"
"304927";"HEALTH.2012.2.3.0-1";"Diagnostics for infectious diseases in humans"
"312147";"KBBE.2012.2.4-04";"Towards evidence-based risk management of food allergies"
"277775";"HEALTH.2011.2.4.1-1";"Investigator-driven treatment trials for rare cancers"
"305147";"HEALTH.2012.1.4-1";"Innovative approaches to solid organ transplantation"
"289007";"FP7-PEOPLE-2011-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"257401";"ICT-2009.3.9";"Microsystems and smart miniaturised systems"
"305397";"HEALTH.2012.2.1.2-1";"Systems medicine: SME-driven research applying systems biology approaches to address medical and clinical needs"
"278249";"HEALTH.2011.2.4.2-2";"Evaluation and validation studies of clinically useful biomarkers in prevention and management of cardiovascular diseases"
"249939";"ERC-AG-LS5";"ERC Advanced Grant - Neurosciences and neural disorders"
"257669";"ICT-2009.3.9";"Microsystems and smart miniaturised systems"
"115142";"IMI-JU-02-2009-06";"Inflammation – Translational Research"
"241544";"HEALTH-2009-2.4.5-2";"Cellular and molecular mechanisms of the development of chronic kidney disease (CKD)"
"602405";"HEALTH.2013.2.4.2-3";"Optimising lifestyle interactions in the prevention and treatment of cardiovascular disease across the lifespan"
"621278";"SP1-JTI-ENIAC-2013-1-4";"Health and the aging society"
"603266";"HEALTH.2013.2.4.2-2";"Comparative effectiveness research of existing technologies for prevention, diagnosis and treatment of cardiovascular diseases"
"222878";"HEALTH-2007-1.4-4";"Development of emerging gene therapy tools and technologies for clinical application"
"603288";"HEALTH.2013.2.4.2-1";"Discovery research to reveal novel targets for cardiovascular disease treatment"
"249910";"ERC-AG-LS1";"ERC Advanced Grant - Molecular and Structural Biology and Biochemistry"
"200923";"HEALTH-2007-2.4.4-1";"Natural course and pathophysiology of rare diseases"
"602299";"HEALTH.2013.2.4.2-2";"Comparative effectiveness research of existing technologies for prevention, diagnosis and treatment of cardiovascular diseases"
"611218";"ICT-2013.5.1";"Personalised health, active ageing, and independent living"
"242098";"HEALTH-2009-1.2-5";"Activatable or smart in vivo imaging agents reporting on physico-chemical or molecular changes relevant to the diagnosis and/or monitoring of diseases"
"602150";"HEALTH.2013.2.2.1-1";"Prospective longitudinal data collection and Comparative Effectiveness Research (CER) for traumatic brain injury (TBI)"
"237834";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"602602";"HEALTH.2013.2.4.1-1";"Investigator-driven treatment trials to combat or prevent metastases in patients with solid cancer"
"317040";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"305821";"HEALTH.2012.3.2-1";"Improving the organisation of health service delivery"
"602461";"HEALTH.2013.2.2.1-2";"Development of effective imaging tools for diagnosis, monitoring and management of mental disorders"
"115582";"IMI-JU-08-2012-05";"European Induced Pluripotent Stem Cell Bank"
"115012";"IMI-JU-01-2008-15";"Safety Sciences for Medicines Training Programme"
"223153";"HEALTH-2007-3.1-1";"Implementation of research into healthcare practice"
"201076";"HEALTH-2007-1.2-2";"Novel optical methodologies for detection, diagnosis and monitoring of disease or disease-related processes"
"115439";"IMI-JU-04-2011-06";"Human Induced Pluripotent Stem (HIPS) Cells For Drug Discovery And Safety Assessment"
"200327";"HEALTH-2007-2.4.1-2";"Translating clinical ’omics’-technology (genomics, proteomics, metabolomics) into innovative cancer biomarkers aiding in early diagnosis, prognosis and treatment selection of cancer patients"
"241951";"HEALTH-2009-3.1-3";"Complementary and Alternative Medicine"
"316990";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"265546";"REGIONS";"Regions of Knowledge"
"278901";"HEALTH.2011.2.4.3-4";"Genetic and environmental factors in obesity and/or diabetes in specific populations"
"305507";"HEALTH.2012.2.1.1-2";"Validation of -omics-based biomarkers for diseases affecting the elderly"
"224538";"ICT-2007.5.3";"Virtual physiological human"
"334502";"HEALTH";"SP3Food, chemical products and health"
"278588";"HEALTH.2011.2.2.2-1";"Investigator-driven clinical trials  for therapeutic interventions in elderly populations"
"279113";"HEALTH.2011.2.4.1-2";"Translational research on cancers with poor prognosis"
"241679";"HEALTH-2009-4.2-2";"Study of the Arrhythmogenic potential of different classes of medicines"
"242264";"HEALTH-2009-1.2-1";"Development of tools for sensitive and specific in vitro detection of proteins and their interactions for diagnostic, prognostic and monitoring purposes"
"261409";"HEALTH.2010.2.4.2-4";"Diastolic heart failure. FP7-HEALTH-2010-single-stage"
"602391";"HEALTH.2013.2.2.1-4";"Patho-physiology and therapy of epilepsy and epileptiform disorders"
"241904";"HEALTH-2009-2.3.2-4";"Mucosal and topical vaccines for poverty-related diseases (HIV/AIDS, malaria and/or TB)"
"619349";"ICT-2013.8.2";"Technology-enhanced learning"
"201590";"HEALTH-2007-2.4.4-1";"Natural course and pathophysiology of rare diseases"
"261474";"HEALTH.2010.2.4.1-3";"Structuring clinical research in paediatric and adolescent oncology in Europe. FP7-HEALTH-2010-single-stage"
"284438";"SPA.2011.2.1-02";"Research and development for space exploration"
"311377";"ERC-SG-LS6";"ERC Starting Grant - Immunity and infection"
"602812";"HEALTH.2013.1.2-1";"Development of imaging technologies for therapeutic interventions in rare diseases"
"202213";"HEALTH-2007-2.4.2-3";"Combating stroke"
"229208";"NMP-2008-3.2-2";"Self-learning production systems"
"333844";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"334202";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"262618";"SME-1";"Research for SMEs"
"248997";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"300298";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"314090";"SST.2012.2.4-1.";"Planning rail towards 2050"
"601426";"SME-2013-1";"Research for SMEs"
"290080";"FP7-PEOPLE-2011-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"245236";"KBBE-2009-3-1-02";"Jatropha curcas – breeding strategy – towards a sustainable crop for biomaterials and biofuels – SICA (India and/or African ACP and/or Latin America)"
"277149";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"286858";"SME-2011-1";"Research for SMEs"
"321549";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"286462";"SME-2011-1";"Research for SMEs"
"295769";"ERC-AG-SH3";"ERC Advanced Grant - Environment and society"
"277061";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"273466";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"219050";"ENERGY-2007-2.1-08";"Improved production equipment and cost reduction"
"609073";"FoF.NMP.2013-3";"Workplaces of the future: the new people-centred production site"
"314241";"SME-2012-2";"Research for SME associations"
"247448";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"613870";"KBBE.2013.3.2-02";"The CO2 algae biorefinery"
"261562";"SPA.2010.1.1-06";"Coordination of national activities for land monitoring"
"262118";"SME-1";"Research for SMEs"
"298167";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"600826";"ICT-2011.4.3";"Digital Preservation"
"239217";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"243638";"SME-2";"Research for SME associations"
"608979";"FoF.NMP.2013-7";"New hybrid production systems in advanced factory environments based on new human-robot interactive cooperation"
"299097";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"613868";"KBBE.2013.3.3-04";"Optimal and cost-effective industrial biocatalysts"
"287993";"ICT-2011.6.2";"ICT systems for energy efficiency"
"266367";"KBBE.2010.1.2-02";"Sustainable organic and low-input dairy production - Call: FP7-KBBE-2010-4"
"266959";"SSH-2010-1.1-1";"Demand-driven research and innovation policies for growth, welfare and wellbeing"
"617605";"ERC-CG-2013-PE6";"ERC Consolidator Grant - Computer Science and Informatics"
"262623";"SME-1";"Research for SMEs"
"608082";"FP7-PEOPLE-2013-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"245159";"KBBE-2009-1-2-03";"Irrigation water saving solutions for Mediterranean agriculture – SICA (Mediterranean Partner Countries)"
"230618";"FP7-PEOPLE-IAPP-2008";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"223277";"HEALTH-2007-3.2-1";"Evaluation of disease management programmes"
"243409";"SME-2";"Research for SME associations"
"603396";"ENV.2013.6.1-3";"Impacts of higher-end scenarios (global average warming > 2 °C with respect to pre-industrial level)"
"610490";"ICT-2013.3.4";"Advanced computing, embedded and control systems"
"288124";"ICT-2011.5.4";"ICT for Ageing and Wellbeing"
"609190";"FoF.NMP.2013-3";"Workplaces of the future: the new people-centred production site"
"631510";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"283597";"ERC-SG-SH4";"ERC Starting Grant - The Human Mind and its complexity"
"312715";"ERC-SG-SH1";"ERC Starting Grant - Individuals, institutions and markets"
"227522";"KBBE-2008-1-4-08";"Characterisation and valorisation of Andean soil microbial diversity to support sustainable crop production and agro-ecosystems – SICA (Latin America-Andean region) "
"617060";"ERC-CG-2013-LS7";"ERC Consolidator Grant - Diagnostic Tools, Therapies and Public Health"
"630023";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"232070";"SME-1";"Research for SMEs"
"242352";"SEC-2009-3.2-03";"Exploitation of Open Source Information in Support of Decision Making Processes"
"286969";"SME-2011-3";"Demonstration action"
"613504";"SSH.2013.4.3-3";"Untapped potential for growth and employment – reducing the cost of non-tariff measures in goods, services and investment"
"339113";"ERC-AG-LS9";"ERC Advanced Grant - Applied life sciences and biotechnology"
"303651";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"612053";"ICT-2013.1.2";"Software Engineering, Services and Cloud Computing"
"216813";"SSH-2007-1.1-02";"Intangible investments and innovation in Europe"
"222163";"SME-1";"Research for SMEs"
"339950";"ERC-AG-SH1";"ERC Advanced Grant - Individuals, institutions and markets"
"251816";"FP7-PEOPLE-2009-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"216679";"ICT-2007.3.3";"Embedded systems design"
"315146";"SME-2012-2";"Research for SME associations"
"606643";"SME-2013-1";"Research for SMEs"
"605664";"SME-2013-1";"Research for SMEs"
"605451";"SME-2013-1";"Research for SMEs"
"216036";"SSH-2007-6.3-01";"Specific statistical issues"
"318994";"FP7-PEOPLE-2012-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"289384";"FP7-PEOPLE-2011-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"224309";"ICT-2007.7.2";"Accessible and inclusive ICT"
"316788";"FP7-PEOPLE-2012-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"273586";"FP7-PEOPLE-2010-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"232273";"SME-1";"Research for SMEs"
"265647";"SST.2010.1.1-1.";"Carbon footprint of freight transport"
"265647";"SST.2010.2.1-1.";"Fast implementation of innovative/effective rail technologies to improve rail freight services"
"278855";"SP1-JTI-FCH.2010.2.4";"Low temperature H2 production processes"
"248776";"ICT-2009.3.6";"Computing Systems"
"270351";"ICT-2009.9.1";"International Cooperation"
"315198";"SME-2012-1";"Research for SMEs"
"332320";"FP7-PEOPLE-2012-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"619237";"ICT-2013.3.2";"Photonics"
"218816";"SPA-2007-1.1-02";"Developing pre-operational GMES pilot services in new application fields"
"218816";"SPA-2007-2.1-01";"Space Science"
"215605";"ICT-2007.1.2";"Service and software architectures, infrastructures and engineering"
"252018";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"275781";"FP7-PEOPLE-2010-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"631630";"FP7-PEOPLE-2013-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"244709";"SSH-2009-6.2.1.";"Indicators for the European service sector"
"299347";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"316427";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"313164";"ERC-SG-SH1";"ERC Starting Grant - Individuals, institutions and markets"
"234065";"SST.2008.2.1.6.";"Rail transport in competitive and co-modal freight logistics chains"
"120005";"SP1-JTI-ENIAC";"JTI-ENIAC (Nanoelectronics Technologies 2020)"
"315049";"SME-2012-1";"Research for SMEs"
"339186";"ERC-AG-SH1";"ERC Advanced Grant - Individuals, institutions and markets"
"289277";"KBBE.2011.1.2-03";"Development of cover crop and mulch systems for sustainable crop production"
"334455";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"289582";"KBBE.2011.3.1-01";"Plant photosynthetic efficiency: from a C3 to a C4 system"
"226713";"KBBE-2008-2-1-01";"Measures aimed at promoting healthy eating habits"
"628151";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"265267";"ENV.2010.1.2.2-1";"Indoor air pollution and health risks of modern office buildings"
"317228";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"214948";"ICT-2007.3.1";"Next-generation nanoelectronic components and electronics integration"
"314981";"SME-2012-1";"Research for SMEs"
"289011";"ICT-2011.3.3";"New paradigms for embedded systems, monitoring and control towards complex systems engineering"
"302040";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"271739";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"611570";"ICT-2013.2.1";"Robotics, Cognitive Systems & Smart Spaces, Symbiotic Interaction"
"610916";"ICT-2013.4.1";"Content analytics and language technologies"
"256499";"FP7-PEOPLE-2009-RG";"Marie Curie Action: ""Reintegration Grants"""
"207276";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"264394";"FP7-PEOPLE-2010-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"216537";"ICT-2007.3.1";"Next-generation nanoelectronic components and electronics integration"
"248613";"ICT-2009.3.2";"Design of semiconductor components and electronic based miniaturised systems"
"286487";"SME-2011-1";"Research for SMEs"
"303176";"FP7-PEOPLE-2011-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"269693";"ERC-AG-SH1";"ERC Advanced Grant - Individuals, institutions and markets"
"310820";"ERC-SG-LS8";"ERC Starting Grant - Evolutionary, population and environmental biology"
"248765";"ICT-2009.5.1";"Personal Health Systems"
"212337";"KBBE-2007-1-2-01";"Annual Food crops with improved tolerance to multiple abiotic stresses"
"244552";"SSH-2009-1.2.1.";"Growth and service industries"
"213999";"NMP-2007-3.2-1";"Rapidly Configurable Machines and Production Systems"
"273851";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"216714";"ICT-2007.1.1";"The network of the future"
"286013";"SME-2011-1";"Research for SMEs"
"261971";"ERC-SG-SH3";"ERC Starting Grant - Environment and society"
"222458";"SME-1";"Research for SMEs"
"262469";"SME-1";"Research for SMEs"
"241003";"ERC-SG-SH3";"ERC Starting Grant - Environment and society"
"311903";"KBBE.2012.1.1-03";"Precision technologies to improve irrigation management and increase water productivity in major water-demanding crops in Europe"
"257019";"ICT-2009.1.2";"Internet of Services, Software and Virtualisation"
"246193";"NMP-2009-3.2-2";"Adaptive control systems for responsive factories"
"308316";"ENV.2012.6.3-1";"Innovative resource efficient technologies, processes and services"
"286200";"SME-2011-1";"Research for SMEs"
"212457";"ENV.2007.4.2.3.2.";"Engaging civil society in research on sustainable development"
"243481";"SME-2";"Research for SME associations"
"312029";"KBBE.2012.1.4-09";"International comparisons of product chains in the agro-food sectors: determinants of their competitiveness and performance on EU and international markets"
"310201";"NMP.2012.3.0-2";"Total Safety Management for industrial organisations"
"264296";"FP7-PEOPLE-2010-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"312148";"KBBE.2012.3.3-03";"Mastering integration and intensification of bioprocesses"
"218453";"SME-2";"Research for SME associations"
"326202";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"246603";"ERC-AG-SH5";"ERC Advanced Grant - Cultures and cultural production"
"268211";"ENERGY.2010.3.4-1";"Biofuels from algae"
"312004";"KBBE.2012.3.3-03";"Mastering integration and intensification of bioprocesses"
"221768";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"318693";"ICT-2011.9.8";"FET Proactive: Minimising Energy Consumption of Computing to the Limit (MINECC)"
"289137";"KBBE.2011.3.3-03";"Cellular, metabolic and genetic engineering for novel compounds"
"262002";"SME-1";"Research for SMEs"
"222048";"SME-1";"Research for SMEs"
"311965";"KBBE.2012.3.1-03";"EU – China Partnering Initiative on fibre crops – Mandatory China"
"331958";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"221840";"PEOPLE-2007-4-1.IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"219522";"PEOPLE-2007-2-1.IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"222257";"SME-1";"Research for SMEs"
"255597";"FP7-PEOPLE-2009-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"200549";"HEALTH-2007-4.2-3";"Research to assess the economic dimension of occupational health and safety"
"324416";"FP7-PEOPLE-2012-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"293562";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"335573";"ERC-SG-SH1";"ERC Starting Grant - Individuals, institutions and markets"
"285248";"FI.ICT-2011.1.7";"Technology foundation: Future Internet Core Platform"
"283484";"ERC-SG-SH1";"ERC Starting Grant - Individuals, institutions and markets"
"280595";"NMP.2011.1.2-3";"Active nanomembranes/-filters/-adsorbents for efficient water treatment with stable or regenerable low-fouling surfaces"
"315530";"SME-2012-1";"Research for SMEs"
"231096";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"314024";"FoF.NMP.2012-6";"Knowledge-based tools and approaches for process planning and integrated process simulation at factory level"
"312135";"KBBE.2012.2.3-02";"Exploitation of Framework Programme project results in food processing by small and medium-sized enterprises"
"251396";"FP7-PEOPLE-2009-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"284119";"ERC-SG-SH1";"ERC Starting Grant - Individuals, institutions and markets"
"234990";"FP7-PEOPLE-IEF-2008";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"217275";"SSH-2007-3.1-01";"The impcat of European demographic changes in Europe"
"613971";"KBBE.2013.1.4-07";"Boosting the translation of FP projects' results into innovative applications in the field of agriculture, forestry, fisheries and aquaculture"
"241127";"ERC-SG-SH1";"ERC Starting Grant - Individuals, institutions and markets"
"300648";"FP7-PEOPLE-2011-IOF";"Marie Curie Action: ""International Outgoing Fellowships for Career Development"""
"271814";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"225551";"SSH-2007-1.2-01";"Globalisation and its interaction with the European economy"
"253912";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"203083";"ERC-SG-LS1";"ERC Starting Grant - Molecular and Structural Biology and Biochemistry"
"911177";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"215190";"ICT-2007.2.1";"Cognitive systems, interaction, robotics"
"609200";"EeB.NMP.2013-1";"Nanotechnology for multifunctional lightweight construction materials and components"
"232140";"SME-1";"Research for SMEs"
"257806";"ICT-2009.3.5";"Engineering of Networked Monitoring and Control systems"
"605727";"SST.2013.3-1.";"Managing integrated multimodal urban transport network"
"315464";"SME-2012-2";"Research for SME associations"
"229112";"NMP-2008-3.2-2";"Self-learning production systems"
"911767";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"285489";"FoF.NMP.2011-5";"Towards zero-defect manufacturing"
"286995";"SME-2011-2";"Research for SME associations"
"232159";"SME-1";"Research for SMEs"
"258644";"ICT-2009.1.1";"The Network of the Future"
"222313";"SME-1";"Research for SMEs"
"260204";"FoF.NMP.2010-1";"Plug-and-Produce components for adaptive control"
"247908";"ICT-2009.6.1";"ICT for Safety and Energy Efficiency in Mobility"
"201739";"ERC-SG-PE6";"ERC Starting Grant - Computer science and informatics"
"607577";"SEC-2013.2.5-3";"Pan European detection and management of incidents/attacks on critical infrastructures in sectors other than the ICT sector (i.e. energy, transport, finance, etc) – Integration Project"
"218217";"SEC-2007-7.0-02";"European Security Research Networks (incl. for standardisation)"
"222116";"SME-1";"Research for SMEs"
"605616";"SME-2013-1";"Research for SMEs"
"252695";"FP7-PEOPLE-2009-IEF";"Marie Curie Action: ""Intra-European Fellowships for Career Development"""
"246203";"NMP-2009-3.2-2";"Adaptive control systems for responsive factories"
"224877";"PEOPLE-2007-4-3.IRG";"Marie Curie Action: ""International Reintegration Grants"""
"223854";"ICT-2007.3.7";"Network embedded and control systems"
"606817";"FP7-PEOPLE-2013-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"214766";"NMP-2007-3.2-1";"Rapidly Configurable Machines and Production Systems"
"315134";"SME-2012-1";"Research for SMEs"
"608224";"SEC-2013.2.2-3";"Protection of smart energy grids against cyber attacks – Capability Project"
"286935";"SME-2011-1";"Research for SMEs"
"222362";"SME-1";"Research for SMEs"
"316919";"FP7-PEOPLE-2012-ITN";"Marie-Curie Action: ""Initial Training Networks"""
"627475";"FP7-PEOPLE-2013-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"268189";"ENERGY.2010.4.2-1";"Demonstration of a new generation of boilers and stoves"
"265434";"GC-SST.2010.7-2.";"Integrated electric auxiliaries and on-board systems"
"308968";"AAT.2012.6.3-1.";"Breakthrough and emerging technologies"
"308968";"AAT.2012.6.3-2.";"Radical new concepts for air transport"
"259166";"ERC-SG-PE7";"ERC Starting Grant - Systems and communication engineering"
"309560";"NMP.2012.2.1-1";"Joining dissimilar materials (excluding applications specific only to healthcare)"
"239451";"PEOPLE-2007-2-2.ERG";"Marie Curie Action: ""European Reintegration Grants"""
"262029";"SME-1";"Research for SMEs"
"334098";"FP7-PEOPLE-2012-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"293876";"FP7-PEOPLE-2011-CIG";"Marie-Curie Action: ""Career Integration Grants"""
"225643";"ICT-SEC-2007.1.7";"Information and Communication Technologies: Critical Infrastructure Protection"
"314190";"SST.2012.3.1-4.";"Automated urban vehicles"
"247955";"Galileo.2008.1.1.1";"Use of EGNOS services for mass market"
"229155";"NMP-2008-3.2-2";"Self-learning production systems"
"299767";"FP7-PEOPLE-2011-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"262374";"SME-1";"Research for SMEs"
"257462";"ICT-2009.3.5";"Engineering of Networked Monitoring and Control systems"
"284989";"SEC-2011.5.1-1";"Evaluation of identification technologies, including Biometrics"
"224168";"ICT-2007.3.7";"Network embedded and control systems"
"604068";"NMP.2013.3.0-1";"Tools for Monitoring and Assessing Resource-efficiency in the Value Chain of Process Industries"
"214905";"PEOPLE-2007-1-1-ITN";"Marie Curie Action: "" Networks for Initial Training"""
"324070";"ERC-AG-SH4";"ERC Advanced Grant - The Human Mind and its complexity"
"605767";"SME-2013-2";"Research for SME Associations"
"315195";"SME-2012-1";"Research for SMEs"
"606169";"SME-2013-1";"Research for SMEs"
"242438";"SEC-2009-4.3-03";"Simulation, planning and training tools and methods for management of crises and complex emergencies"
"323380";"JTI-CS-2012-1-SFWA-01-043";"Testing the operational performance and robustness of Active Flow Control hardware"
"285224";"GC-ICT-2011.6.8";"ICT for fully electric vehicles"
"285623";"EeB.ENV.2011.3.1.5-1";"Technologies for ensuring, monitoring and/or controlling a high quality indoor environment, particularly in relation to energy efficient buildings"
"288008";"ICT-2011.3.4";"Computing Systems"
"329962";"FP7-PEOPLE-2012-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"614100";"ICT-2013.10.2";"EU-Brazil research and development Cooperation"
"611012";"FP7-PEOPLE-2013-IAPP";"Marie Curie Action: ""Industry-Academia Partnerships and Pathways"""
"315469";"SME-2012-3";"Demonstration activity"
"273805";"FP7-PEOPLE-2010-IEF";"Marie-Curie Action: ""Intra-European fellowships for career development"""
"314867";"SME-2012-1";"Research for SMEs"
"256759";"ENERGY.2010.7.3-1";"Energy storage systems for power distribution networks"
"286513";"SME-2011-1";"Research for SMEs"
"328962";"FP7-PEOPLE-2012-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"248858";"ICT-2009.3.4";"Embedded Systems Design"
"604311";"NMP.2013.1.2-1";"Nanotechnology-based sensors for environmental monitoring"
"293422";"FP7-PEOPLE-2011-IRSES";"Marie Curie Action ""International Research Staff Exchange Scheme"""
"605574";"SME-2013-3";"Demonstration activity"
"285477";"SEC-2011.2.5-1";"Cyber attacks against critical infrastructures - Capability Project"
"605402";"SST.2013.2-1.";"Next generation of train control systems in the domain of urban and main line European railway systems"
"284708";"GC-ICT-2011.6.8";"ICT for fully electric vehicles"
"291632";"ERC-AG-PE7";"ERC Advanced Grant - Systems and communication engineering"
"308313";"ENV.2012.6.3-1";"Innovative resource efficient technologies, processes and services"
"629586";"FP7-PEOPLE-2013-IIF";"Marie Curie Action: ""International Incoming Fellowships"""
"605598";"GC.SST.2013-7.";"Technical and operational connectivity in intermodal freight transport"
"605067";"SME-2013-1";"Research for SMEs"
